,Unnamed: 0,tmdbId,title,genres,overview
210653,210653,319341,Daddy or Mommy,Comedy,"Florence and Vincent Leroy are a model couple. They have great jobs, a perfect marriage and delightful children. And now they want their divorce to be an equal success. But when they are both simultaneously promoted to their dream jobs, their relationship becomes a nightmare. From that moment on, the gloves are off, the two exes declare war and will do everything in their power to NOT have custody of their children."
210787,210787,531735,Ibiza,Comedy,"A mature podiatrist, his girlfriend and her teenage children travel Ibiza to live a crazy holidays."
210853,210853,484734,Finding Camille,Comedy|Drama,"When dutiful and loyal Camille decides to go on a road trip down memory lane with her Alzheimer's suffering father, she must learn to let her father go or risk losing her own chance at a life and happiness."
211170,211170,288154,Jersey Shore Massacre,Comedy|Horror,A typical weekend down the shore takes a bizarre turn as six girls and five obnoxious fist-pumpers become the unsuspecting targets of a deranged killer.
211652,211652,367613,The Night My Mother Killed My Father,Comedy,"Isabel is torn between the need to feel valued as an actress and her insecurities and contradictions. One night, she hosts a very special dinner: her husband Ángel, who is a scriptwriter, and Susana, Ángel's ex-wife and film director, want to convince Argentinian actor Diego Peretti to star in a movie. But at some point something unexpected happens that surprises everyone and disturbs the evening."
211780,211780,230232,Heavenly Shift,Comedy|Drama,"Death does not select, man does. Set in Budapest, Heavenly Shift offers an eerie insight into the everyday lives of a rather extraordinary ambulance crew. The films main character is Milan, a young refugee from the Balkan War, who joins a team of paramedics but inadvertently ends up involved in the funeral business in order to finance his fiancee s rescue from the hostilities."
212126,212126,376087,Radio Dreams,Comedy,"A brilliant and misunderstood Iranian writer struggles to pursue his ambitious goal of bringing together Metallica and Kabul Dreams, Afghanistan's first rock band."
212148,212148,279179,Wir tun es für Geld,Comedy|Romance,"It is not out of love that Ines gives her boyhood friend Moritz the vow, not even because he is rich. On the contrary. For the financial expert the dreamy loser type is interesting as a low-income earner. The fictitious marriage with him brings a lot of tax savings for Ines. On paper, everything is perfectly sophisticated, except for the last place after the comma. Unfortunately, a conscientious financial officer moves into the same apartment building. In order not to be unmasked as unscrupulous tax evaders, Ines and Moritz must play him the newly in love couple - with unimaginable consequences."
212258,212258,369779,La Tour 2 contrôle infernale,Comedy,"Ernest Krakenkrick and Bachir Bouzouk are about to become pilots in the French army. But after the bad consequences of a test undertaken with the centrifuge, they are forced to give up their dream. They are eventually given the position of baggage handler at Orly-West Airport in Paris. But one night, there is a hostage-taking in the airport and the ""Moustachious"", a group of terrorists, take hold of the control tower."
212366,212366,350762,Mick Foley: Cheap Pops,Comedy,Mick Foley shares humorous tales full of wit and wisdom from the WWE hall of Famer's storied career.
212584,212584,345438,"Ja, Ik Wil!",Comedy|Romance,"Roos is pretty, successful and in her early-thirties. Every time she dreams of marriage, she gets dumped. When she gets invites to weddings from people all around her, she takes her young intern Daan as her date. She puts herself in awkward situations en falls deeply in love with a handsome doctor. They say one marriage leads to the other, but is he the one she'll say ""Yes, I do!"" to?"
212761,212761,472373,Bruno & Boots: The Wizzle War,Children|Comedy,"The Board of Directors launch an experimental educational program, introducing authoritarian Assistant Headmaster Mr. Wizzle to the boys of Macdonald Hall and the miserable Assistant Headmistress Ms. Peabody to whip the girls of the Scrimmage Academy into shape. With new dress codes, psychological testing, and early-morning wake-up calls with track laps as punishment, the boys and girls decide Wizzle and Peabody have to go. But how? As they pull out all the stops, they ultimately turn to the theory that “love conquers all” to oust the pair once and for all."
212812,212812,342169,Puerto Ricans in Paris,Comedy,"NYPD detectives Luis and Eddie visit Paris to help gorgeous French designer Colette catch the black market thief who's ripped off her new handbag design. While Luis' girlfriend Vanessa and Eddie's wife Gloria remain in New York, the hopelessly unhip odd couple stumble through a glamorous high-fashion world brimming with charming cafes, wild nightclubs and corporate treachery."
212827,212827,324281,"Knock Knock, It's Tig Notaro",Comedy|Documentary,"Tig Notaro travels across the country to perform in the homes, back yards and basements of her fans. Even though each show has the potential to be a disaster, she dives into the chaos time and again to free herself from the comedy circuit grind."
212836,212836,338387,Youth in Oregon,Comedy|Drama,"A man is tasked with driving his embittered 80-year-old father-in-law cross country to be legally euthanized in Oregon, while along the way helping him rediscover a reason for living."
213187,213187,532838,Deep Murder,Comedy|Horror,"Set in an alternate reality in which everyone is a cliché from a tacky porn film, a group of increasingly self-aware stock characters are up against a mysterious killer offing them one by one."
213232,213232,261102,The Misfits Club,Comedy|Fantasy,"Valeria has just moved to Madrid after her parent's separation. What at first seems a bad start for her new life becomes the beginning of an amazing life experience. New friendships, a city full of possibilities, first love..."
213344,213344,212836,People in Places,Comedy|Drama,"A fragmented view of contemporary Spain, drawing conclusions about the persistence of the human condition, strangeness, and the chaos within relationships."
213453,213453,287603,Eddie Pepitone: In Ruins,Comedy,Standup special recorded in Brooklyn.
214128,214128,356201,Collective Invention,Comedy|Drama,Park Goo mutates into a man-fish due to side effects from an experimental drug. He receives heavy publicity and becomes a star. A conspiracy by a pharmaceutical company leads Park Goo to being possibly expelled from the world.
214337,214337,336736,Chris D'Elia: Incorrigible,Comedy,"Comedian and actor Chris D’Elia, known for his dynamic physical comedy, explains why the NFL would be way more entertaining if it were real lions, bears and Vikings battling each other, that babies are the worst prize ever, and that you should never ask a Cuban directions unless you’re ready for the best time of your life."
